"id";"name.it";"name.en";"description.it";"description.en";"enabled";"imageId";"price"
"2256";"50&50 AVIGNONESI & CAPANNELLE 2018";"50&50 AVIGNONESI & CAPANNELLE 2018";"Il Toscana Rosso 50&50 IGT è il risultato di un sapiente equilibrio tra l'aspetto rustico del Sangiovese e l'eleganza del Merlot e nasce grazie alla collaborazione e all'amicizia tra la cantina Avignonesi e la cantina Capannelle. Grazie al connubio tra la particolare struttura dei terreni toscani e il clima mite di questa regione, si ottengono uve Merlot e Sangiovese che rappresentano la materia prima per ottenere questo vino che esprime in pieno il territorio di origine. Le uve sono raccolte a mano e avviate alla fermentazione in vasche di acciaio inox a temperatura controllata per passare poi all'affinamento in barriques di rovere francese per un periodo non inferiore ai 24 mesi, prima di passare all'affinamento in bottiglia per altri 12 mesi. Il Toscana Rosso 50&50 IGT è un vino rosso avvolgente e ben strutturato che si caratterizza per una pronta beva e allo stesso tempo per essere decisamente complesso senza mancare mai di equilibrio. Dal colore rubino intenso, offre al naso un bouquet di frutta rossa, ciliegia, fragola, e note speziate di aromi terziari. Al gusto pieno e strutturato con sorso energico e di ottima freschezza.";"Toscana Rosso 50&50 IGT is the result of a skilful balance between the rustic aspect of Sangiovese and the elegance of Merlot and was born thanks to the collaboration and friendship between the Avignonesi winery and the Capannelle winery. Thanks to the combination of the particular structure of the Tuscan soils and the mild climate of this region, Merlot and Sangiovese grapes are obtained which represent the raw material for obtaining this wine which fully expresses the territory of origin. The grapes are harvested by hand and fermented in stainless steel tanks at a controlled temperature to then move on to aging in French oak barriques for a period of no less than 24 months, before moving on to aging in the bottle for a further 12 months . Toscana Rosso 50&50 IGT is an enveloping and well-structured red wine that is characterized by being ready to drink and at the same time being decidedly complex without ever lacking balance. With an intense ruby ​​color, it offers the nose a bouquet of red fruit, cherry, strawberry, and spicy notes of tertiary aromas. Full and structured taste with an energetic sip and excellent freshness.";"1";"778";"210"
"2259";"Tris di Tartare di Pesce Crudo";"Tris Tartare of Raw Fish";"A seconda della disponibilità del mercato";"Depending on market availability";"1";"784";"28"
"2260";"Pastiera Napoletana";"Neapolitan Pastiera";"";"\"No Translation,Just To Enjoy\"";"0";"785";"10"
"2261";"Dischi di Panettone con Crema al Mascarpone ";"Panettone with Mascarpone Cream ";"";"";"0";"786";"10"
"2263";"LUGANA S. Cristina  2023";"LUGANA S. Cristina  2023";"Prodotto al 100% con uve Trebbiano di Lugana, questo vino illumina il calice con il suo giallo paglierino.  Impressiona al naso con un profumo poliedrico e fragrante, fresco e fruttato, nel quale si riconoscono sensazioni di uva, pesca, cedro e pompelmo con il tocco tropicale dell’ananas.  Anche al gusto si manifesta un vino piacevolmente fresco e minerale.";"Produced 100% with Trebbiano di Lugana grapes, this wine illuminates the glass with its straw yellow.  It impresses on the nose with a multifaceted and fragrant, fresh and fruity scent, in which sensations of grape, peach, cedar and grapefruit are recognized with the tropical touch of pineapple.  The taste also reveals a pleasantly fresh and mineral wine.";"1";"788";"46"
"2265";"TAGLIATA DI POLLO COTTA A BASSA TEMPERATURA";"SLICED CHICKEN COOKED AT LOW TEMPERATURE";"MARINATA CON ROSMARINO E PAPRIKA E ACCOMPAGNATA CON SALSA ALLO YOGURT, POMODORINI E RUCOLA";"MARINATED WITH ROSEMARY AND PAPRIKA ACCOMPANIED WITH YOGURT SAUCE, TOMATOES AND ROCKET SALAD";"1";"790";"29"
"2266";"NEBBIOLO PARUSSO LANGHE 2022";"NEBBIOLO PARUSSO LANGHE 2022";"Il Nebbiolo di Parusso è un perfetto esempio dell'eleganza e della raffinatezza di questo vitigno. Note di rosa e violetta aprono il bouquet che vira poi su frutta matura e spezie dolci. Il sorso è di grande bevibilità, con tannini finali dolci e fini.";"Nebbiolo di Parusso is a perfect example of the elegance and refinement of this grape. Notes of rose and violet open the bouquet which then turns on ripe fruit and sweet spices. The sip is very drinkable, with sweet and fine final tannins.";"0";"791";"44"
"2267";"Rombo sfilettato e scottato con Finferli Saltati su crema di Zucca Aromatizzata alle erbe";"Seared filleted turbot with sautéed chanterelles on pumpkin cream flavored with herbs";"";"";"0";"792";"35"
"2270";"ROASTBEEF ALL'INGLESE";"ROASTBEEF";"CON SCAGLIE DI PARMIGIANO,POMODORI SECCHI,RUCOLA E GOCCE DI ACETO BALSAMICO";"WITH FLAKES OF PARMIGIANO,SUNDRIED TOMATOES ROCKET AND DROPS OF BALSAMIC VINEGAR";"0";"795";"16"
"2272";"SEPPIA GRATINATA SU CREMA DI PISELLI CON CIALDA CROCCANTE DEL SUO INCHIOSTRO";"Cuttlefish gratin on pea cream with crispy wafer of its ink";"";"";"0";"801";"29"
"2274";"BRUNO PAILLARD BLANC DE BLANCS EXTRABRUT Grand Cru";"BRUNO PAILLARD BLANC DE BLANCS EXTRABRUT Grand Cru";"La Maison di Champagne Bruno Paillard nasce dal desiderio di un uomo di creare uno champagne puro, molto diverso dagli altri. Bruno Paillard, discendente da una famiglia di mediatori e vigneron, in Champagne da più di tre secoli, crea nel 1981 la propria Maison. La sua esigenza: ottenere la quintessenza di ogni grande cru della Champagne per poi creare con l’assemblaggio, un grande vino. Il risultato sono delle cuvée per connaisseur tra le più riconosciute a livello internazionale, distribuite esclusivamente in enoteche selezionate e sulle tavole dei migliori chef. Questo lavoro quotidiano poggia sul lavoro di un vigneto di 34,2 ettari che diviso su 17 cru oggi fornisce più della metà del fabbisogno di uva della Maison. Ognuna delle 106 parcelle è lavorata – lavorazione del suolo e trattamenti organici – in modo da favorire la biodiversità e lo sviluppo profondo delle radici. Questo permette di estrarre la tipicità gessosa straordinaria dei territori. Solo la prima spremitura dell’uva migliore è usata per essere vinificata. In cantina poi la permanenza sui lieviti è lunga, da due a cinque volte superiore rispetto alla media, in funzione della tipologia della cuvée. Tutti i vini sono extra brut, la data di sboccatura è sempre scritta sulla contro-etichetta e lo stile è riconosciuto come l’insieme della purezza, della complessità e della mineralità. La Maison Bruno Paillard è totalmente indipendente e gestita dal fondatore e dalla figlia Alice che continua nel progetto originale. INIZIO ATTIVITÀ ETTARI INDIRIZZO 1981 34,20 di cui 12,50 in grand cru VITIVINICOLTURA Tradizionale / Biologica BTG PRODOTTE 400.000 Reims / Champagne – Francia www.champagnebrunopaillard.com 108 Première Cuvée Rosé Première Cuvée Blanc de Blancs Grand Cru Dosaggio Zero ";"La Maison di Champagne Bruno Paillard nasce dal desiderio di un uomo di creare uno champagne puro, molto diverso dagli altri. Bruno Paillard, discendente da una famiglia di mediatori e vigneron, in Champagne da più di tre secoli, crea nel 1981 la propria Maison. La sua esigenza: ottenere la quintessenza di ogni grande cru della Champagne per poi creare con l’assemblaggio, un grande vino. Il risultato sono delle cuvée per connaisseur tra le più riconosciute a livello internazionale, distribuite esclusivamente in enoteche selezionate e sulle tavole dei migliori chef. Questo lavoro quotidiano poggia sul lavoro di un vigneto di 34,2 ettari che diviso su 17 cru oggi fornisce più della metà del fabbisogno di uva della Maison. Ognuna delle 106 parcelle è lavorata – lavorazione del suolo e trattamenti organici – in modo da favorire la biodiversità e lo sviluppo profondo delle radici. Questo permette di estrarre la tipicità gessosa straordinaria dei territori. Solo la prima spremitura dell’uva migliore è usata per essere vinificata. In cantina poi la permanenza sui lieviti è lunga, da due a cinque volte superiore rispetto alla media, in funzione della tipologia della cuvée. Tutti i vini sono extra brut, la data di sboccatura è sempre scritta sulla contro-etichetta e lo stile è riconosciuto come l’insieme della purezza, della complessità e della mineralità. La Maison Bruno Paillard è totalmente indipendente e gestita dal fondatore e dalla figlia Alice che continua nel progetto originale. INIZIO ATTIVITÀ ETTARI INDIRIZZO 1981 34,20 di cui 12,50 in grand cru VITIVINICOLTURA Tradizionale / Biologica BTG PRODOTTE 400.000 Reims / Champagne – Francia www.champagnebrunopaillard.com 108 Première Cuvée Rosé Première Cuvée Blanc de Blancs Grand Cru Dosaggio Zero l";"0";"798";"210"
"2275";"Bruno PAILLARD EXTRA  BRUT PREM.CUVEE ";"Bruno PAILLARD EXTRA BRUT PREM.CUVEE ";"La Maison di Champagne Bruno Paillard nasce dal desiderio di un uomo di creare uno champagne puro, molto diverso dagli altri. Bruno Paillard, discendente da una famiglia di mediatori e vigneron, in Champagne da più di tre secoli, crea nel 1981 la propria Maison. La sua esigenza: ottenere la quintessenza di ogni grande cru della Champagne per poi creare con l’assemblaggio, un grande vino. Il risultato sono delle cuvée per connaisseur tra le più riconosciute a livello internazionale, distribuite esclusivamente in enoteche selezionate e sulle tavole dei migliori chef. Questo lavoro quotidiano poggia sul lavoro di un vigneto di 34,2 ettari che diviso su 17 cru oggi fornisce più della metà del fabbisogno di uva della Maison. Ognuna delle 106 parcelle è lavorata – lavorazione del suolo e trattamenti organici – in modo da favorire la biodiversità e lo sviluppo profondo delle radici. Questo permette di estrarre la tipicità gessosa straordinaria dei territori. Solo la prima spremitura dell’uva migliore è usata per essere vinificata. In cantina poi la permanenza sui lieviti è lunga, da due a cinque volte superiore rispetto alla media, in funzione della tipologia della cuvée. Tutti i vini sono extra brut, la data di sboccatura è sempre scritta sulla contro-etichetta e lo stile è riconosciuto come l’insieme della purezza, della complessità e della mineralità. La Maison Bruno Paillard è totalmente indipendente e gestita dal fondatore e dalla figlia Alice che continua nel progetto originale. INIZIO ATTIVITÀ ETTARI INDIRIZZO 1981 34,20 di cui 12,50 in grand cru VITIVINICOLTURA Tradizionale / Biologica BTG PRODOTTE 400.000 Reims / Champagne – Francia www.champagnebrunopaillard.com 108 Première Cuvée Rosé Première Cuvée Blanc de Blancs Grand Cru Dosaggio Zero ";"La Maison di Champagne Bruno Paillard nasce dal desiderio di un uomo di creare uno champagne puro, molto diverso dagli altri. Bruno Paillard, discendente da una famiglia di mediatori e vigneron, in Champagne da più di tre secoli, crea nel 1981 la propria Maison. La sua esigenza: ottenere la quintessenza di ogni grande cru della Champagne per poi creare con l’assemblaggio, un grande vino. Il risultato sono delle cuvée per connaisseur tra le più riconosciute a livello internazionale, distribuite esclusivamente in enoteche selezionate e sulle tavole dei migliori chef. Questo lavoro quotidiano poggia sul lavoro di un vigneto di 34,2 ettari che diviso su 17 cru oggi fornisce più della metà del fabbisogno di uva della Maison. Ognuna delle 106 parcelle è lavorata – lavorazione del suolo e trattamenti organici – in modo da favorire la biodiversità e lo sviluppo profondo delle radici. Questo permette di estrarre la tipicità gessosa straordinaria dei territori. Solo la prima spremitura dell’uva migliore è usata per essere vinificata. In cantina poi la permanenza sui lieviti è lunga, da due a cinque volte superiore rispetto alla media, in funzione della tipologia della cuvée. Tutti i vini sono extra brut, la data di sboccatura è sempre scritta sulla contro-etichetta e lo stile è riconosciuto come l’insieme della purezza, della complessità e della mineralità. La Maison Bruno Paillard è totalmente indipendente e gestita dal fondatore e dalla figlia Alice che continua nel progetto originale. INIZIO ATTIVITÀ ETTARI INDIRIZZO 1981 34,20 di cui 12,50 in grand cru VITIVINICOLTURA Tradizionale / Biologica BTG PRODOTTE 400.000 Reims / Champagne – Francia www.champagnebrunopaillard.com 108 Première Cuvée Rosé Première Cuvée Blanc de Blancs Grand Cru Dosaggio Zero l";"0";"799";"160"
"2279";"ROASTBEEF ALL'INGLESE";"ROASTBEEF";"CON SCAGLIE DI GRANA E ACETO BALSAMICO";"";"1";"813";\N
"2280";"Moeche fritte con castraure in pastella";"Baby Crabs fried with little artichokes in tempura";"Porzione di 5 pz ";"Portion 5 pieces";"0";"814";"46"
"2282";"Linguine con Astice ";"Linguine Pasta with Lobster";"";"";"1";"818";"50"
"2283";"FRIULANO BORGO DELLE OCHE 2021";"FRIULANO BORGO DELLE OCHE 2021";"Le uve raccolte sono state macerate per qualche ora a temperatura ambiente e poi subito pressate in maniera soffice.  Il mosto è stato poi decantato e posto a fermentare in contenitori d’acciaio a temperatura controllata ed è stato affinato per circa 10 mesi sulle fecce fini.  Il vino presenta un colore giallo paglierino carico ,con riflessi verdognoli, sentori di frutta matura, agrumi e mandorle; in bocca il vino risulta sapido ma con un’ acidità che lo rende fresco e piacevole denotando comunque una buona struttura e una ragguardevole lunghezza e un finale molto minerale.";"The harvested grapes were macerated for a few hours at room temperature and then immediately softly pressed.  The must was then decanted and left to ferment in steel containers at a controlled temperature and was aged for about 10 months on the lees.  The wine has a deep straw yellow color, with greenish reflections, hints of ripe fruit, citrus and almonds; in the mouth the wine is sapid but with an acidity that makes it fresh and pleasant, however denoting a good structure and a considerable length and a very mineral finish.";"0";"819";"35"
"2289";"PIOVRA AROMATIZZATA E GRIGLIATA SU SALSA DI PISELLI E PORRI";"GRILLED OCTOPUS ON CREAMY LEAKS AND PEAS SAUCE";"";"";"1";"826";"22"
"2290";"RUINART ROSE' BRUT";"RUINART ROSE' BRUT";"All’origine di tutto troviamo il nome del monaco benedettino Dom Thierry Ruinart, vissuto a cavallo tra XVII e XVIII secolo, teologo e storico, ma soprattutto persona brillante, intuitiva e visionaria, che a soli 23 anni, sentendo parlare di un nuovo vino non ancora chiamato “Champagne” ma particolarmente in voga tra gli aristocratici parigini, riuscì a comprendere che quello che allora era identificato come “vin de bulles”, ovvero vino con le bollicine, avrebbe avuto un grande futuro. Da qui ha preso le mosse la storia di quella che è la più antica Maison di tutta la regione della Champagne. Una storia che è ufficialmente iniziata il 1° settembre 1729, quando Nicolas Ruinart, 33 anni, commerciante di drapperie in Reims come il padre e nipote di Dom Thierry Ruinart, apre il suo primo registro contabile dedicato proprio al “vin de bulles”. Le prime bottiglie sono destinate ai suoi clienti tradizionali come regalo dopo l’acquisto di drappi e stoffe. Ma Nicolas è un uomo d'affari accorto e raffinato, dotato della stessa visione pionieristica dello zio Thierry Ruinart. La storia gli dà ragione: solo sei anni più tardi infatti la famiglia abbandona il commercio dei tessuti per dedicarsi al commercio dello Champagne. La Maison cresce rapidamente: dalle 170 bottiglie vendute nel 1730 si passa alle oltre 36mila del 1761, fino alla definitiva affermazione durante l’Ottocento. Uno stile che si basa sullo chardonnay e sulla sua eleganza, senza mai perdere di vista densità e volume. Che siano Champagne Brut, Champagne Blanc de Blancs o Champagne Rosé, tutti gli Champagne targati Ruinart sono Champagne unici e riconoscibilissimi, contraddistinti da una purezza ineguagliabile, e che valgono assolutamente tutto il prezzo che costano. Acquistato nel 1963 da Moët et Chandon, oggi parte del più grande gruppo LVMH, il marchio Ruinart continua a essere ancora adesso indiscutibilmente sinonimo dei migliori e dei più eccellenti Champagne.";"At the origin of it all we find the name of the Benedictine monk Dom Thierry Ruinart, who lived at the turn of the seventeenth and eighteenth centuries, theologian and still called \"Champagne\" but particularly in vogue among the Parisian aristocrats, he managed to understand that what was then identified as \"vin de bulles\", or wine with bubbles, would have a great future. This is where the history of what is the oldest Maison in the entire Champagne region began. A story that officially began on 1 September 1729, when Nicolas Ruinart, 33, a drapery trader in Reims like the father and grandson of Dom Thierry Ruinart, opened his first accounting register dedicated to the “vin de bulles”. The first bottles are intended for its traditional customers as a gift after the purchase of drapes and fabrics. But Nicolas is a shrewd and refined businessman, gifted with the same pioneering vision as his uncle Thierry Ruinart. History proves him right: only six years later the family abandoned the textile trade to devote themselves to the Champagne trade. The Maison grows rapidly: from 170 bottles sold in 1730 to over 36 thousand in 1761, up to its definitive success in the nineteenth century. A style based on chardonnay and its elegance, without ever losing sight of density and volume. Whether they are Champagne Brut, Champagne Blanc de Blancs or Champagne Rosé, all the Champagnes by Ruinart are unique and highly recognizable Champagnes, characterized by unparalleled purity, and which are absolutely worth all the price they cost. Purchased in 1963 by Moët et Chandon, now part of the largest LVMH group, the Ruinart brand continues to be indisputably synonymous with the best and most excellent Champagnes.";"1";"827";"245"
"2291";"RUINART BLANC DE BLANCS";"RUINART BLANC DE BLANCS";"Lo chardonnay è l'anima della Maison Ruinart. Le sue uve, provenienti soprattutto dalla Côte des Blancs e dalla Montagne de Reims, sono il fulcro di tutte le sue cuvée. Dotato di una grande freschezza aromatica, vivace, puro, luminoso, rappresenta il filo conduttore di tutti gli assemblaggi realizzati dalla casa. Delicato e fragile, lo chardonnay si espande e offre la misura della sua ricchezza aromatica solo nel corso di una lenta maturazione nella frescura delle Crayères: fino a tre anni per i vini non millesimati, da nove a dieci anni per un Dom Ruinart. Questa maturazione rappresenta una sfida per le abilità dello Chef de Cave, deve infatti essere capace di domare i capricci di questo vitigno dalle caratteristiche uniche. Sono queste qualità a conferire al Gusto Ruinart una personalità del tutto a sé stante. Per questo è il Blanc de Blancs l'emblema del gusto Ruinart.";"Chardonnay is the soul of the Maison Ruinart. Its grapes, coming mainly from the Côte des Blancs and the Montagne de Reims, are the fulcrum of all its cuvées. Equipped with a great aromatic freshness, lively, pure, bright, it represents the common thread of all the assemblies made by the house. Delicate and fragile, chardonnay expands and offers the measure of its aromatic richness only during a slow maturation in the coolness of the Crayères: up to three years for non-vintage wines, from nine to ten years for a Dom Ruinart. This maturation represents a challenge for the skills of the Chef de Cave, he must in fact be able to tame the whims of this vine with unique characteristics. It is these qualities that give the Taste Ruinart a personality entirely in its own right. This is why Blanc de Blancs is the emblem of Ruinart taste.";"1";"828";"240"
"2292";"PINOT GRIGIO MASUT DA RIVE";"PINOT GRIGIO MASUT DA RIVE";"Il Pinot Grigio di Masut da Rive è un bianco prodotto a Mariano del Friuli nelle zone limitrofe al fiume Isonzo. La sua forza sta tutta nei profumi freschi e fragranti di mela, agrumi, fiori di pesco e geranio che sfodera al naso e che ritornano anche al palato, supportati da un sorso fresco e sapido, di notevole persistenza finale.Denominazione Isonzo DOC Vitigni Pinot Grigio 100% Regione Friuli Venezia Giulia (Italia) Gradazione 13.5% Formato Bottiglia 75 cl Vigneti A Mariano del Friuli, vicino al fiume Isonzo, su suoli ricchi di ciottoli e argilla rossa";"Pinot Grigio by Masut da Rive is a white produced in Mariano del Friuli in the areas adjacent to the Isonzo river. Its strength lies entirely in the fresh and fragrant aromas of apple, citrus, peach blossom and geranium that shows off on the nose and that also return to the palate, supported by a fresh and savory sip, with a remarkable final persistence. Name Isonzo DOC Vines Pinot Grigio 100% Region Friuli Venezia Giulia (Italy) Gradation 13.5% Format 75 cl. Bottle Vineyards In Mariano del Friuli, near the Isonzo river, on soils rich in pebbles and red clay";"1";"829";"52"
"2293";"Metodo Classico Barollo Riserva Alfredo";"Metodo Classico Barollo Riserva Alfredo";"Denominazione: IGT Veneto; Vitigni: 100% Chardonnay; Alcool: 12,00% Vol.; Vinificazione: fermentazione in bottiglia; Affinamento: 60 mesi sui lieviti.";"Denomination: IGT Veneto; Grapes: 100% Chardonnay; Alcohol: 12.00% Vol .; Vinification: fermentation in the bottle; Aging: 60 months on the lees.";"0";"830";"42"
"2294";"Old Fashioned";"Old Fashioned";"";"";"1";"833";"15"
"2295";"French Mule";"French Mule";"";"";"1";"838";"10"
"2296";"Marco Polo Signature Cocktail";"Marco Polo Signature Cocktail";"";"";"0";"842";"12"
"2297";"Choco Stinger Signature Cocktail";"Choco Stinger Signature Cocktail";"Signature Cocktail";"Signature Cocktail";"0";"847";"12"
"2298";"Amaretto Sour";"Amaretto Sour";"";"";"1";"850";"12"
"2299";"INSALATONA ESTIVA";"INSALATONA ESTIVA";"MISTA CON TONNO,MOZZARELLA,OLIVE E ACCIUGHE";"";"1";"851";"0"
"2300";"Catalana di Gamberi";"Catalana di Gamberi";"";"";"1";"852";"0"
"2301";"Crudo e Melone";"Crudo e Melone";"";"";"1";"853";"0"
"2302";"Spaghetti coi Peoci ";"Spaghetti coi Peoci ";"";"";"1";"854";"0"
"2303";"Linguini coi Moscardini";"Linguini coi Moscardini";"";"";"1";"855";"0"
"2304";"Rigatoni con Ragù di Pesce Spada";"Rigatoni con Ragù di Pesce Spada";"";"";"0";"857";"0"
"2305";"Spaghetti con Alici fresche,pomodorini e pane grattugiato";"Spaghetti con Alici fresche,pomodorini e pane grattugiato";"";"";"1";"856";"0"
"2306";"Bigolii alla Matriciana";"Bigolii alla Matriciana";"";"";"1";"858";"0"
"2307";"Pesce alla Griglia ";"Pesce alla Griglia ";"";"";"1";"859";"0"
"2308";"Frittura Calamari e Gamberi";"Frittura Calamari e Gamberi";"";"";"1";"860";"0"
"2311";"Degustazione di Cinque Cicchetti";"Tasting of five appetizers";"";"";"1";"865";\N
"2312";"Paccheri Di Gragnano al Ragù Spada con Olive di Gaeta e Capperi di Pantelleria";"Paccheri Pasta With Swordfish In Olives And Capers Sauce";"";"";"0";"867";\N
"2313";"Orata alla Scapece Marinata con Zucchine,Menta e Aceto";"Catch of the day grilled and marinated In mint,vinaigrette & zucchini";"";"";"1";"869";\N
"2314";"Pre-dessert sorbetto al Limone ";"Pre-dessert Lemon Sorbet";"";"";"0";"871";\N
"2315";"Mini Tiramisù al cuore Di nutella";"Mini Home Made Tiramisù ";"";"";"1";"872";\N
"2318";"Prosecco di Valdobbiadene";"Prosecco di Valdobbiadene";"";"";"1";"876";\N
"2319";"Prosciutto e melone";"Parma Ham and Melon";"";"";"1";"882";"12"
"2320";"SEMIFREDDO ALLE MANDORLE";"ALMONDS SEMIFREDDO";"";"";"0";"883";"10"
"2324";"Lugana Riserva 'Sergio Zenato' 2020";"Lugana Riserva 'Sergio Zenato' 2020";"Il Lugana Riserva \"Sergio Zenato\" è un vino bianco corposo e intenso, affinato in botti di rovere per 6 mesi e in bottiglia per altri 12. Ha un profilo olfattivo complesso e minerale con sentori di frutta esotica, agrumi e grafite. Il sorso è equilibrato e persistente.Denominazione Lugana DOC Vitigni Turbiana (Trebbiano di Lugana) 100% Regione Veneto (Italia) Gradazione 13.5% Formato Bottiglia 75 cl Vigneti Su terreno calcareo-argilloso Vinificazione La fermentazione avviene in botti e tonneaux per il 70% e per il rimanente in acciaio Affinamento 6 mesi in botti e tonneaux e 12 mesi in bottiglia";"Lugana Riserva \"Sergio Zenato\" is a full-bodied and intense white wine, aged in oak barrels for 6 months and in bottle for another 12. It has a complex and mineral olfactory profile with hints of exotic fruit, citrus and graphite. The taste is balanced and persistent.Denomination Lugana DOC Vines Turbiana (Trebbiano di Lugana) 100% Veneto Region (Italy) Alcohol 13.5% Format Bottle 75 cl Vineyards On calcareous-clayey soil Vinification The fermentation takes place in barrels and tonneaux for 70% and for the remainder in steel. Aging 6 months in barrels and tonneaux and 12 months in bottle";"1";"887";"75"
"2334";"Prosecco Millesimato Superiore Valdobbiadene DOCG Dry Drusian";"Prosecco Millesimato Superiore Valdobbiadene DOCG Dry Drusian";"Il Valdobbiadene Prosecco Superiore DOCG Millesimato Dry nasce nel cuore di Valdobbiadene, dall’amore e dall’attenzione ai particolari della famiglia Drusian, che da 3 generazioni coltiva queste terre e segue ogni fase della vinificazione.  L’uva che dà vita a questo vino è 100% Glera. La fermentazione avviene in autoclave con il metodo Charmat, successivamente avviene la spumantizzazione in purezza e nel rispetto dell’annata di produzione.     Le caratteristiche di questo Prosecco Millesimato Alla vista appare giallo paglierino scarico. Il profumo spazia dal fruttato al floreale con sentori di mela, pesca, agrumi, glicine e acacia. Al palato è morbido e vellutato ed insieme asciutto grazie ad una lieve nota acida.";"Valdobbiadene Prosecco Superiore DOCG Millesimato Dry was born in the heart of Valdobbiadene, from the love and attention to detail of the Drusian family, which has been cultivating these lands for 3 generations and following every stage of winemaking. The grape that gives life to this wine is 100% Glera. Fermentation takes place in an autoclave with the Charmat method, then the sparkling wine is made in purity and in compliance with the year of production.     The characteristics of this Prosecco Millesimato At sight it appears pale straw yellow. The scent ranges from fruity to floral with hints of apple, peach, citrus, wisteria and acacia. On the palate it is soft and velvety and at the same time dry thanks to a slight acid note.";"0";"900";"44"
"2335";"VEGGIE CLUB SANDWICHES";"VEGGIE CLUB SANDWICHES";"VEGETARIAN";"VEGETARIAN";"1";"901";"14"
"2336";"Margherita";"Margherita";"";"";"1";"904";"10"
"2337";"Diavola";"Diavola";"";"";"1";"905";"14"
"2338";"Vegetariana";"Vegetarian";"";"";"1";"906";"12"
"2340";"Cetarese";"Cetarese";"";"";"1";"908";"14"
"2342";"Crudo, Rucola e Grana";"Parma ham,rocket salad and Parmesan cheese";"";"";"1";"910";"14"
"2343";"Tonno e Cipolla";"Tuna and Onion";"";"";"1";"911";"13"
"2344";"Piatto di Cicchetti Misti (10 pezzi)";"Selection of mix Cicchetti (10 pieces)";"";"";"1";"913";"25"
"2345";"Sfizi Fritti";"Sfizi Fritti";"";"";"0";"914";"8"
"2346";"Club sandwich";"Club Sandwich";"";"";"1";"916";"14"
"2347";"VEGGIE CLUB SANDWICHES";"VEGGIE CLUB SANDWICHES";"VEGETARIAN";"VEGETARIAN";"1";"917";"14"
"2348";"Bix Max Hamburger";"Bix Max Hamburger";"";"";"0";"918";"17"
"2349";"Caprese";"Caprese";"";"";"0";"920";"12"
"2350";"Prosciutto e melone";"Parma Ham and Melon";"";"";"0";"921";"12"
"2351";"Tagliere di Formaggi con Mostarde";"Selection of cheese with mustard";"";"";"0";"922";"15"
"2352";"Tagliere di Salumi e Sott'Olio";"Selection of deli cuts with vegetables under oil";"";"";"0";"923";"15"
"2353";"Tagliere misto Formaggi, Salumi e Sott'Olio";"Mixed Cheese, Deli and e Under Oil Vegetables";"";"";"1";"924";"25"
"2354";"Veggie";"Veggie";"";"";"1";"926";"10"
"2355";"ESTIVA";"ESTIVA";"";"";"1";"928";"13"
"2356";"DELICIOUS";"DELICIOUS";"";"";"1";"929";"12"
"2357";"FISHY";"FISHY";"";"";"1";"931";"13"
"2358";"INSALATONA ESTIVA";"INSALATONA ESTIVA";"MISTA CON TONNO,MOZZARELLA,OLIVE E ACCIUGHE";"";"1";"933";"0"
"2359";"DELICIOUS";"DELICIOUS";"";"";"1";"934";"12"
"2360";"FISHY";"FISHY";"";"";"1";"935";"13"
"2361";"Chianti Classico Riserva “Caparsino” 2018";"Chianti Classico Riserva “Caparsino” 2018";"Il Chianti Classico Riserva “Caparsino” 2018 è un vino di grande tipicità. Questo vino è prodotto da uve di Sangiovese raccolte a mano nelle vigne di Caparsa che ne fanno uno dei più classici vini prodotto nei Monti del Chianti. Profumo aperto e vasto; rimandi di mandorla e viola su frutto a sua volta di tono violaceo ma succoso. Una bomba di sapore al sorso, dalla lunghissima eco che quasi evoca aspetti marini.  Caparsa offre ai suoi estimatori un vino Chianti Classico Riserva spontaneo di pregio, che gode di una grande bevibilità grazie alla sua finezza.  Caratteristiche  Uvaggio: 100% Sangiovese Maturazione: Botti da 18 Hl., per un anno. Fermentazione: spontanea, con lieviti autoctoni. Filtrazione: Sgrossante Alcool: 13,50%";"The Chianti Classico Riserva “Caparsino” 2018 is a wine of great typicality. This wine is produced from Sangiovese grapes harvested by hand in the Caparsa vineyards which make it one of the most classic wines produced in the Chianti Mountains. Open and vast scent; hints of almond and violet on the fruit itself with a purplish but juicy tone. A flavor bomb at the sip, with a very long echo that almost evokes marine aspects.  Caparsa offers its admirers a prestigious spontaneous Chianti Classico Riserva wine, which enjoys great drinkability thanks to its finesse.  Features  Grapes: 100% Sangiovese Aging: 18 Hl. Barrels for one year. Fermentation: spontaneous, with indigenous yeasts. Filtration: Roughing Alcohol: 13.50%";"1";"936";"75"
